location,location_code,geographic_level,time_period,data_type,institution_group,level_methodology,cohort_level_group,characteristic,all_unknown,all_notsust,cohort,appren,education,all_work
Greenwich,E09000011,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,109,249,1680,61,947,314
Greenwich,E09000011,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,32,90,273,13,83,55
Greenwich,E09000011,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,15,55,249,29,92,58
Greenwich,E09000011,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,62,104,1158,19,772,201
Hackney,E09000012,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,258,306,2184,89,1147,384
Hackney,E09000012,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,125,102,389,21,79,62
Hackney,E09000012,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,30,55,244,23,89,47
Hackney,E09000012,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,103,149,1551,45,979,275
Hackney,E09000012,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,283,254,1798,64,917,280
Hackney,E09000012,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,179,84,331,17,21,30
Hackney,E09000012,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,29,51,196,9,62,45
Hackney,E09000012,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,75,119,1271,38,834,205
Hackney,E09000012,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,141,202,1523,43,919,218
Hackney,E09000012,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,65,55,162,5,14,23
Hackney,E09000012,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,20,27,106,12,28,19
Hackney,E09000012,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,56,120,1255,26,877,176
Hammersmith and Fulham,E09000013,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,174,251,1778,59,1042,252
Hammersmith and Fulham,E09000013,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,77,105,398,12,141,63
Hammersmith and Fulham,E09000013,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,35,53,243,21,92,42
Hammersmith and Fulham,E09000013,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,62,93,1137,26,809,147
Hammersmith and Fulham,E09000013,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,161,296,1940,49,1129,305
Hammersmith and Fulham,E09000013,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,66,104,385,11,124,80
Hammersmith and Fulham,E09000013,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,26,79,341,12,167,57
Hammersmith and Fulham,E09000013,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,69,113,1214,26,838,168
Hammersmith and Fulham,E09000013,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,150,317,1812,45,1039,261
Hammersmith and Fulham,E09000013,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,68,135,424,15,137,69
Hammersmith and Fulham,E09000013,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,26,66,269,19,98,60
Hammersmith and Fulham,E09000013,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,56,116,1119,11,804,132
Haringey,E09000014,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,242,316,2011,76,1026,351
Haringey,E09000014,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,134,130,551,22,177,88
Haringey,E09000014,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,38,95,363,31,114,85
Haringey,E09000014,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,70,91,1097,23,735,178
Haringey,E09000014,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,215,363,2097,81,1095,343
Haringey,E09000014,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,111,140,471,14,107,99
Haringey,E09000014,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,44,105,413,41,158,65
Haringey,E09000014,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,60,118,1213,26,830,179
Haringey,E09000014,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,145,279,1716,61,923,308
Haringey,E09000014,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,57,100,289,9,59,64
Haringey,E09000014,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,25,54,215,16,69,51
Haringey,E09000014,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,63,125,1212,36,795,193
Harrow,E09000015,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,199,314,2882,70,1946,353
Harrow,E09000015,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,91,138,425,18,92,86
Harrow,E09000015,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,25,52,283,11,155,40
Harrow,E09000015,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,83,124,2174,41,1699,227
Harrow,E09000015,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,153,205,2113,43,1417,295
Harrow,E09000015,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,53,65,189,9,19,43
Harrow,E09000015,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,23,39,210,8,88,52
Harrow,E09000015,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,77,101,1714,26,1310,200
Harrow,E09000015,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,144,209,2137,50,1496,238
Harrow,E09000015,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,40,60,154,5,22,27
Harrow,E09000015,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,23,40,152,7,55,27
Harrow,E09000015,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,81,109,1831,38,1419,184
Havering,E09000016,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,158,413,3147,391,1403,782
Havering,E09000016,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,63,128,408,73,54,90
Havering,E09000016,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,30,97,464,78,85,174
Havering,E09000016,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,65,188,2275,240,1264,518
Havering,E09000016,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,165,373,3052,331,1469,714
Havering,E09000016,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,59,106,415,65,84,101
Havering,E09000016,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,42,121,688,88,234,203
Havering,E09000016,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,64,146,1949,178,1151,410
Havering,E09000016,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,170,369,2987,316,1388,744
