"geogConcat","metric","breakdown","subgroup","chartPeriod","timePeriod","latest","valueText","value"
"Enterprise M3 LEP (including all of Surrey) LSIP","replacementDemand","Occupation (SOC2020 submajor)","Transport And Mobile Machine Drivers And Operatives","2020",2020-01-01,1,"0.0288173732225947",0.0288173732225947
"Essex, Southend-on-Sea and Thurrock LSIP","replacementDemand","Occupation (SOC2020 submajor)","Administrative Occupations","2020",2020-01-01,1,"0.0283095103506974",0.0283095103506974
"Essex, Southend-on-Sea and Thurrock LSIP","replacementDemand","Occupation (SOC2020 submajor)","Business And Public Service Associate Professionals","2020",2020-01-01,1,"0.0264662782499849",0.0264662782499849
"Essex, Southend-on-Sea and Thurrock LSIP","replacementDemand","Occupation (SOC2020 submajor)","Business, Media And Public Service Professionals","2020",2020-01-01,1,"0.0284191286672337",0.0284191286672337
"Essex, Southend-on-Sea and Thurrock LSIP","replacementDemand","Occupation (SOC2020 submajor)","Caring Personal Service Occupations","2020",2020-01-01,1,"0.0328045249496438",0.0328045249496438
"Essex, Southend-on-Sea and Thurrock LSIP","replacementDemand","Occupation (SOC2020 submajor)","Community And Civil Enforcement Occupations","2020",2020-01-01,1,"0.0226588282059896",0.0226588282059896
"Essex, Southend-on-Sea and Thurrock LSIP","replacementDemand","Occupation (SOC2020 submajor)","Corporate Managers And Directors","2020",2020-01-01,1,"0.027020804091159",0.027020804091159
"Essex, Southend-on-Sea and Thurrock LSIP","replacementDemand","Occupation (SOC2020 submajor)","Culture, Media And Sports Occupations","2020",2020-01-01,1,"0.0234372407254346",0.0234372407254346
"Essex, Southend-on-Sea and Thurrock LSIP","replacementDemand","Occupation (SOC2020 submajor)","Customer Service Occupations","2020",2020-01-01,1,"0.0287305429285418",0.0287305429285418
"Essex, Southend-on-Sea and Thurrock LSIP","replacementDemand","Occupation (SOC2020 submajor)","Elementary Administration And Service Occupations","2020",2020-01-01,1,"0.0242840467762961",0.0242840467762961
"Essex, Southend-on-Sea and Thurrock LSIP","replacementDemand","Occupation (SOC2020 submajor)","Elementary Trades And Related Occupations","2020",2020-01-01,1,"0.0400169179435159",0.0400169179435159
"Essex, Southend-on-Sea and Thurrock LSIP","replacementDemand","Occupation (SOC2020 submajor)","Health And Social Care Associate Professionals","2020",2020-01-01,1,"0.0466037366929271",0.0466037366929271
"Essex, Southend-on-Sea and Thurrock LSIP","replacementDemand","Occupation (SOC2020 submajor)","Health Professionals","2020",2020-01-01,1,"0.0299560703412995",0.0299560703412995
"Essex, Southend-on-Sea and Thurrock LSIP","replacementDemand","Occupation (SOC2020 submajor)","Leisure, Travel And Related Personal Service Occupations","2020",2020-01-01,1,"0.0269307724662302",0.0269307724662302
"Essex, Southend-on-Sea and Thurrock LSIP","replacementDemand","Occupation (SOC2020 submajor)","Other Managers And Proprietors","2020",2020-01-01,1,"0.032189497395408",0.032189497395408
"Essex, Southend-on-Sea and Thurrock LSIP","replacementDemand","Occupation (SOC2020 submajor)","Process, Plant And Machine Operatives","2020",2020-01-01,1,"0.0243468114858998",0.0243468114858998
"Essex, Southend-on-Sea and Thurrock LSIP","replacementDemand","Occupation (SOC2020 submajor)","Protective Service Occupations","2020",2020-01-01,1,"0.0190810853817887",0.0190810853817887
"Essex, Southend-on-Sea and Thurrock LSIP","replacementDemand","Occupation (SOC2020 submajor)","Sales Occupations","2020",2020-01-01,1,"0.0249747053732445",0.0249747053732445
"Essex, Southend-on-Sea and Thurrock LSIP","replacementDemand","Occupation (SOC2020 submajor)","Science, Engineering And Technology Associate Professionals","2020",2020-01-01,1,"0.0229470619109244",0.0229470619109244
"Essex, Southend-on-Sea and Thurrock LSIP","replacementDemand","Occupation (SOC2020 submajor)","Science, Research, Engineering And Technology Professionals","2020",2020-01-01,1,"0.026144301434293",0.026144301434293
"Essex, Southend-on-Sea and Thurrock LSIP","replacementDemand","Occupation (SOC2020 submajor)","Secretarial And Related Occupations","2020",2020-01-01,1,"0.025033831131843",0.025033831131843
"Essex, Southend-on-Sea and Thurrock LSIP","replacementDemand","Occupation (SOC2020 submajor)","Skilled Agricultural And Related Trades","2020",2020-01-01,1,"0.0315104169208169",0.0315104169208169
"Essex, Southend-on-Sea and Thurrock LSIP","replacementDemand","Occupation (SOC2020 submajor)","Skilled Construction And Building Trades","2020",2020-01-01,1,"0.024011740722844",0.024011740722844
"Essex, Southend-on-Sea and Thurrock LSIP","replacementDemand","Occupation (SOC2020 submajor)","Skilled Metal, Electrical And Electronic Trades","2020",2020-01-01,1,"0.0222110627266265",0.0222110627266265
"Essex, Southend-on-Sea and Thurrock LSIP","replacementDemand","Occupation (SOC2020 submajor)","Teaching And Other Educational Professionals","2020",2020-01-01,1,"0.027638866691817",0.027638866691817
"Essex, Southend-on-Sea and Thurrock LSIP","replacementDemand","Occupation (SOC2020 submajor)","Textiles, Printing And Other Skilled Trades","2020",2020-01-01,1,"0.0261761838411616",0.0261761838411616
"Essex, Southend-on-Sea and Thurrock LSIP","replacementDemand","Occupation (SOC2020 submajor)","Transport And Mobile Machine Drivers And Operatives","2020",2020-01-01,1,"0.0302049801017075",0.0302049801017075
"Gloucestershire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Administrative Occupations","2020",2020-01-01,1,"0.0280850254072069",0.0280850254072069
"Gloucestershire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Business And Public Service Associate Professionals","2020",2020-01-01,1,"0.0262219234029324",0.0262219234029324
"Gloucestershire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Business, Media And Public Service Professionals","2020",2020-01-01,1,"0.0283121883814565",0.0283121883814565
"Gloucestershire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Caring Personal Service Occupations","2020",2020-01-01,1,"0.0327054008429457",0.0327054008429457
"Gloucestershire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Community And Civil Enforcement Occupations","2020",2020-01-01,1,"0.0191595780076306",0.0191595780076306
"Gloucestershire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Corporate Managers And Directors","2020",2020-01-01,1,"0.0266360476911074",0.0266360476911074
"Gloucestershire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Culture, Media And Sports Occupations","2020",2020-01-01,1,"0.0271417239169804",0.0271417239169804
"Gloucestershire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Customer Service Occupations","2020",2020-01-01,1,"0.0282309666785554",0.0282309666785554
"Gloucestershire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Elementary Administration And Service Occupations","2020",2020-01-01,1,"0.0241891827792322",0.0241891827792322
"Gloucestershire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Elementary Trades And Related Occupations","2020",2020-01-01,1,"0.0440338716994551",0.0440338716994551
"Gloucestershire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Health And Social Care Associate Professionals","2020",2020-01-01,1,"0.0466880846030588",0.0466880846030588
"Gloucestershire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Health Professionals","2020",2020-01-01,1,"0.0308139935558531",0.0308139935558531
"Gloucestershire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Leisure, Travel And Related Personal Service Occupations","2020",2020-01-01,1,"0.0290309366675769",0.0290309366675769
"Gloucestershire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Other Managers And Proprietors","2020",2020-01-01,1,"0.0325480238271356",0.0325480238271356
"Gloucestershire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Process, Plant And Machine Operatives","2020",2020-01-01,1,"0.0223690755234729",0.0223690755234729
"Gloucestershire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Protective Service Occupations","2020",2020-01-01,1,"0.0169746277248286",0.0169746277248286
"Gloucestershire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Sales Occupations","2020",2020-01-01,1,"0.0254473308023397",0.0254473308023397
"Gloucestershire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Science, Engineering And Technology Associate Professionals","2020",2020-01-01,1,"0.0224143002843651",0.0224143002843651
"Gloucestershire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Science, Research, Engineering And Technology Professionals","2020",2020-01-01,1,"0.0259675124761787",0.0259675124761787
"Gloucestershire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Secretarial And Related Occupations","2020",2020-01-01,1,"0.0257401368353674",0.0257401368353674
"Gloucestershire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Skilled Agricultural And Related Trades","2020",2020-01-01,1,"0.0288931278085469",0.0288931278085469
"Gloucestershire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Skilled Construction And Building Trades","2020",2020-01-01,1,"0.0247690243187006",0.0247690243187006
"Gloucestershire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Skilled Metal, Electrical And Electronic Trades","2020",2020-01-01,1,"0.0212681340902399",0.0212681340902399
"Gloucestershire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Teaching And Other Educational Professionals","2020",2020-01-01,1,"0.0284860459724234",0.0284860459724234
"Gloucestershire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Textiles, Printing And Other Skilled Trades","2020",2020-01-01,1,"0.0256564259722318",0.0256564259722318
"Gloucestershire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Transport And Mobile Machine Drivers And Operatives","2020",2020-01-01,1,"0.0291694814666721",0.0291694814666721
"Greater Lincolnshire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Administrative Occupations","2020",2020-01-01,1,"0.0277333312397194",0.0277333312397194
"Greater Lincolnshire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Business And Public Service Associate Professionals","2020",2020-01-01,1,"0.0254214393784133",0.0254214393784133
"Greater Lincolnshire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Business, Media And Public Service Professionals","2020",2020-01-01,1,"0.0278672308608727",0.0278672308608727
"Greater Lincolnshire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Caring Personal Service Occupations","2020",2020-01-01,1,"0.0311597515858624",0.0311597515858624
"Greater Lincolnshire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Community And Civil Enforcement Occupations","2020",2020-01-01,1,"0.0211264290374356",0.0211264290374356
"Greater Lincolnshire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Corporate Managers And Directors","2020",2020-01-01,1,"0.0258448609555604",0.0258448609555604
"Greater Lincolnshire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Culture, Media And Sports Occupations","2020",2020-01-01,1,"0.022537745388985",0.022537745388985
"Greater Lincolnshire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Customer Service Occupations","2020",2020-01-01,1,"0.0285049069693282",0.0285049069693282
"Greater Lincolnshire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Elementary Administration And Service Occupations","2020",2020-01-01,1,"0.0227944242285225",0.0227944242285225
"Greater Lincolnshire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Elementary Trades And Related Occupations","2020",2020-01-01,1,"0.0397269370513376",0.0397269370513376
"Greater Lincolnshire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Health And Social Care Associate Professionals","2020",2020-01-01,1,"0.0446609350400822",0.0446609350400822
"Greater Lincolnshire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Health Professionals","2020",2020-01-01,1,"0.0284025625717981",0.0284025625717981
"Greater Lincolnshire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Leisure, Travel And Related Personal Service Occupations","2020",2020-01-01,1,"0.025914764670687",0.025914764670687
"Greater Lincolnshire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Other Managers And Proprietors","2020",2020-01-01,1,"0.0301566507685782",0.0301566507685782
"Greater Lincolnshire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Process, Plant And Machine Operatives","2020",2020-01-01,1,"0.0224643886710065",0.0224643886710065
"Greater Lincolnshire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Protective Service Occupations","2020",2020-01-01,1,"0.0170040798254181",0.0170040798254181
"Greater Lincolnshire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Sales Occupations","2020",2020-01-01,1,"0.0252050251047982",0.0252050251047982
"Greater Lincolnshire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Science, Engineering And Technology Associate Professionals","2020",2020-01-01,1,"0.0216856242421843",0.0216856242421843
"Greater Lincolnshire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Science, Research, Engineering And Technology Professionals","2020",2020-01-01,1,"0.0256101312860733",0.0256101312860733
"Greater Lincolnshire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Secretarial And Related Occupations","2020",2020-01-01,1,"0.0249505564471251",0.0249505564471251
"Greater Lincolnshire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Skilled Agricultural And Related Trades","2020",2020-01-01,1,"0.0279921336557341",0.0279921336557341
"Greater Lincolnshire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Skilled Construction And Building Trades","2020",2020-01-01,1,"0.0215280614692341",0.0215280614692341
"Greater Lincolnshire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Skilled Metal, Electrical And Electronic Trades","2020",2020-01-01,1,"0.0205015377466002",0.0205015377466002
"Greater Lincolnshire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Teaching And Other Educational Professionals","2020",2020-01-01,1,"0.0253595582888186",0.0253595582888186
"Greater Lincolnshire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Textiles, Printing And Other Skilled Trades","2020",2020-01-01,1,"0.0230342177697118",0.0230342177697118
"Greater Lincolnshire LSIP","replacementDemand","Occupation (SOC2020 submajor)","Transport And Mobile Machine Drivers And Operatives","2020",2020-01-01,1,"0.0279997616183507",0.0279997616183507
"Greater London LSIP","replacementDemand","Occupation (SOC2020 submajor)","Administrative Occupations","2020",2020-01-01,1,"0.0281829081341516",0.0281829081341516
"Greater London LSIP","replacementDemand","Occupation (SOC2020 submajor)","Business And Public Service Associate Professionals","2020",2020-01-01,1,"0.0267274076753088",0.0267274076753088
